file,time,#nodes,pathlength,horizon,#moves,init_conflicts
benchmark_examples/size7x7/density20/ex8.lp,0.028615088000151445,2,0,8,39,6
benchmark_examples/size7x7/density20/ex9.lp,0.028868438999779755,2,0,10,52,4
benchmark_examples/size7x7/density30/ex1.lp,25.923705052000514,260,21,8,82,26
benchmark_examples/size7x7/density30/ex10.lp,275.52734953899926,2434,14,9,77,18
benchmark_examples/size7x7/density30/ex2.lp,69.64442145500107,826,20,9,64,18
benchmark_examples/size7x7/density30/ex3.lp
benchmark_examples/size7x7/density30/ex4.lp,9.35311544599972,103,19,9,63,28
benchmark_examples/size7x7/density30/ex5.lp
benchmark_examples/size7x7/density30/ex6.lp,4.04355878899878,58,10,8,58,14
benchmark_examples/size7x7/density30/ex7.lp,83.32488275799915,1077,16,10,61,26
benchmark_examples/size7x7/density30/ex8.lp
benchmark_examples/size7x7/density30/ex9.lp,97.38336219899793,1216,25,10,68,24
benchmark_examples/size7x7/density35/ex3.lp
benchmark_examples/size7x7/density35/ex4.lp
benchmark_examples/size7x7/density35/ex5.lp,2.4808558830009133,32,11,11,72,20
benchmark_examples/size7x7/density35/ex6.lp
benchmark_examples/size7x7/density35/ex7.lp
benchmark_examples/size7x7/density35/ex8.lp
benchmark_examples/size7x7/density35/ex9.lp
benchmark_examples/size7x7/density40/ex1.lp
benchmark_examples/size7x7/density40/ex10.lp
benchmark_examples/size7x7/density40/ex2.lp
benchmark_examples/size7x7/density40/ex3.lp
benchmark_examples/size7x7/density40/ex4.lp
benchmark_examples/size7x7/density40/ex5.lp
benchmark_examples/size7x7/density40/ex6.lp
benchmark_examples/size7x7/density40/ex7.lp
benchmark_examples/size7x7/density40/ex8.lp,22.95460856200225,236,29,10,94,46
benchmark_examples/size7x7/density40/ex9.lp
benchmark_examples/size8x8/density20/ex1.lp,1.2525401240018255,14,5,10,72,12
benchmark_examples/size8x8/density20/ex10.lp,280.15241034099745,1510,17,11,64,14
benchmark_examples/size8x8/density20/ex2.lp
benchmark_examples/size8x8/density20/ex3.lp,7.803303310000047,55,12,9,63,12
benchmark_examples/size8x8/density20/ex4.lp,35.593249326997466,171,14,12,74,12
benchmark_examples/size8x8/density20/ex5.lp,5.805860405998828,32,12,10,67,14
benchmark_examples/size8x8/density20/ex6.lp,0.820552831999521,7,4,9,62,8
benchmark_examples/size8x8/density20/ex7.lp,222.39919444599946,1082,13,11,75,14
benchmark_examples/size8x8/density20/ex8.lp,1.950728446998255,14,4,8,71,10
benchmark_examples/size8x8/density20/ex9.lp,35.28902972200012,355,16,8,58,20
benchmark_examples/size8x8/density25/ex1.lp,188.11857373800012,999,30,10,94,28
benchmark_examples/size8x8/density25/ex10.lp,17.371941908000736,130,14,8,75,22
benchmark_examples/size8x8/density25/ex2.lp
benchmark_examples/size8x8/density25/ex3.lp
benchmark_examples/size8x8/density25/ex4.lp
benchmark_examples/size8x8/density25/ex5.lp
benchmark_examples/size8x8/density25/ex6.lp,45.08824708299653,350,21,9,82,32
benchmark_examples/size8x8/density25/ex7.lp,105.96636076100185,863,18,10,73,26
benchmark_examples/size8x8/density25/ex8.lp,115.93460366500221,713,21,13,93,28
benchmark_examples/size8x8/density25/ex9.lp
benchmark_examples/size8x8/density30/ex1.lp
benchmark_examples/size8x8/density30/ex10.lp
benchmark_examples/size8x8/density30/ex2.lp
benchmark_examples/size8x8/density30/ex3.lp
benchmark_examples/size8x8/density30/ex4.lp
benchmark_examples/size8x8/density30/ex5.lp,99.75969094199536,470,35,13,129,56
benchmark_examples/size8x8/density30/ex6.lp
benchmark_examples/size8x8/density30/ex7.lp
benchmark_examples/size8x8/density30/ex8.lp
benchmark_examples/size8x8/density30/ex9.lp
benchmark_examples/size8x8/density35/ex1.lp
benchmark_examples/size8x8/density35/ex10.lp,4780.170590164998,30523,27,9,99,26
benchmark_examples/size8x8/density35/ex2.lp
benchmark_examples/size8x8/density35/ex3.lp
benchmark_examples/size8x8/density35/ex4.lp
benchmark_examples/size8x8/density35/ex5.lp
benchmark_examples/size8x8/density35/ex6.lp
benchmark_examples/size8x8/density35/ex7.lp
benchmark_examples/size8x8/density35/ex8.lp
benchmark_examples/size8x8/density35/ex9.lp
benchmark_examples/size8x8/density40/ex1.lp
benchmark_examples/size8x8/density40/ex10.lp
benchmark_examples/size8x8/density40/ex2.lp
benchmark_examples/size8x8/density40/ex3.lp
benchmark_examples/size8x8/density40/ex4.lp
benchmark_examples/size8x8/density40/ex5.lp
benchmark_examples/size8x8/density40/ex6.lp
benchmark_examples/size8x8/density40/ex7.lp
benchmark_examples/size8x8/density40/ex8.lp
benchmark_examples/size8x8/density40/ex9.lp
